ID_REF,GSM1443061,GSM1443062,GSM1443063,GSM1443064,GSM1443065,GSM1443066
19180,0.26,0.16,0.47,0.17,0.3,0.09
19181,0.49,12218088,5768076,15931282,0.13,2077877
19182,38047739,17871634,45360951,11776402,34223187,2371065
19183,0.18,0.16,0.11,0.22,0.18,0.09
19184,0.17,0.28,0.46,0.34,0.46,0.21
19185,0.45,0.38,0.38,0.38,0.53,0.14
19186,0.02,0.49,0.04,0.05,0.06,0.65
19187,0.21,13187122,0.04,0.05,0.06,0.14
19188,13111466,6533870,58763737,30858597,30359363,28223334
19189,1642198,13019059,0.12,0.07,0.07,0.61
19190,13519054,0.4,0.42,0.37,48677882,38122685
19191,0.12,0.04,0.07,0.22,0.28,0.11
19192,0.02,9945194,4367593,36206223,3175760,52155783
19193,0.02,0.04,0.04,0.06,0.06,0.1
19194,0.13,0.04,0.04,0.18,0.06,0.1
19195,92497248,214800615,151094224,240400770,305470161,184951362
19196,0.02,0.04,0.22,0.06,0.06,0.1
19197,4905948,0.16,41199298,2632576,94709646,110198329
19198,0.02,0.39,0.04,0.06,0.07,2962685
19199,6603747,3123488,19931024,11380971,31340287,20526733
19201,0.03,0.05,0.15,0.13,0.41,9137088
19202,2687532,1518647,0.3,0.56,0.51,5343421
19203,1313077,1399621,2330308,3727560,1873155,0.4
19204,0.34,0.77,1061018,1046313,0.96,0.2
19205,0.02,0.08,0.04,0.06,0.07,0.1
19206,352771189,436527175,513775423,484787770,394868160,81244368
19207,8980101,6137451,29949929,10226548,71403268,108070660
19208,0.02,0.04,0.04,0.06,0.08,0.1
19209,9069310,10659967,4722051,6304343,2633072,0.91
19210,0.02,0.04,0.05,0.07,0.08,0.1
19211,24861129,19281782,17189426,28815965,4450352,4081876
19212,0.66,1158808,0.85,2498505,1685349,0.11
19213,3295456,0.19,0.32,119331973,0.24,0.38
19214,1273551,1538627,1357476,1793114,1499544,0.17
19215,0.64,0.13,0.13,0.32,0.17,0.08
19216,0.14,0.22,0.29,0.29,5279696,0.08
19217,4937124,0.17,0.22,67777073,48177160,32084052
19218,0.02,0.03,0.05,0.06,0.06,0.08
19219,0.15,0.27,0.05,0.06,0.07,1231266
19220,0.08,0.09,0.13,0.2,0.19,0.09
19221,2856136,0.34,0.14,0.57,1564268,0.13
19222,22903756,23770193,26662897,22141421,71484408,3624017
19223,10510763,5633711,5978951,9376094,43791225,3473698
19224,0.91,0.13,0.04,0.06,1387447,0.1
19225,12751511,72023278,170366860,261393649,41887873,8914463
19226,1893260,6452887,3811349,3601054,2591505,1599934
19227,0.08,0.15,0.45,0.23,3584133,0.44
19228,92006868,245671001,195404494,618576500,550023442,392104141
19229,0.17,0.18,0.16,0.46,0.41,1311241
19230,0.04,0.04,0.04,0.05,0.06,0.08
19231,0.02,0.03,26292006,0.05,95425856,7026480
19232,6568673,8774495,18024305,3548028,22046017,6036672
19233,7518006,8039983,9730722,12478503,7530248,9931193
19234,7567768,8298710,5598973,13982956,6882342,0.99
19235,4697232,6428887,4290017,1912871,3041643,0.72
19236,4301276,6440849,2972714,12373181,8796345,1004694
19237,14120557,26790288,50052591,55353738,145962067,16504437
19238,0.29,0.42,0.2,0.11,0.05,0.09
19239,3312656,3775621,2429698,3080929,2474689,1036240
19240,0.05,0.03,0.04,0.06,10735039,0.09
19242,0.02,0.03,0.04,0.08,0.05,0.09
19243,0.05,0.45,0.04,47905807,121248809,18174156
19244,83030371,237800003,301006502,940645013,944161558,272904306
19245,1610191,2123163,2096650,1946905,1,18393827
19246,0.05,0.03,0.04,0.05,0.05,3403891
19247,3464008,7506149,0.04,0.05,0.06,0.09
19248,0.15,0.09,0.04,0.12,0.07,0.09
19249,0.41,0.25,0.06,0.28,0.19,0.13
19250,0.37,0.05,0.21,0.13,0.21,1399401
19251,0.1,13749413,61505880,0.05,49998576,31170605
19252,23820862,34664518,28128734,160525354,238023180,242916398
19253,0.5,0.68,0.8,1099867,0.58,0.31
19254,37621235,22489115,25974516,35702659,52113433,95946829
19255,0.06,0.09,0.04,0.05,0.05,0.09
19256,0.43,0.76,3596897,0.62,21505054,2662747
19257,0.2,0.18,4545144,0.26,13634425,0.11
19258,1217578,6824943,4330471,24642969,74023675,14236830
19259,0.12,0.03,0.04,0.16,0.08,0.09
19260,1396312,1897274,1964197,5670923,1239055,1618864
19261,0.98,0.03,0.16,0.05,0.05,0.09
19262,12637310,47287914,39418575,308044252,235173789,74559336
19263,4909411,0.31,0.21,1211932,0.43,3269388
19264,2536223,8587068,2508599,0.58,1185956,0.09
19265,0.05,0.03,0.06,0.05,0.06,0.09
19266,0.95,24068030,1073479,0.2,0.16,4709352
19267,0.23,0.03,0.04,0.07,0.06,0.09
19268,4973225,9614838,8832494,1289476,15877421,13750741
19269,1918873,6768310,5091350,2637672,3377502,1413265
19270,0.09,0.19,0.07,0.06,0.09,0.09
19271,2317699,0.34,0.09,0.11,2112996,7353273
19272,2545936,8131235,0.21,42131200,11291072,8241502
19273,12400729,8947864,8980718,6219205,24320811,6635787
19274,0.03,0.04,0.15,0.05,0.06,0.09
19275,0.47,0.42,0.3,0.55,0.47,0.17
19276,0.11,0.04,0.31,0.15,0.11,0.09
19277,2837997,2821993,4657288,0.06,1528408,6499967
19278,16528724,5461609,3978550,7664884,7613554,1435955
19279,277843607,449879504,350815774,605483721,1085114545,7534574
19280,6070907,3314670,6496190,2683541,3945398,0.61
19281,0.96,0.04,0.04,0.06,0.06,0.51
19282,28923125,119515506,87578505,35488260,100716766,3306318
19284,0.02,0.04,0.04,0.06,0.07,0.1
19285,0.89,0.72,0.64,2783180,0.86,0.61
19286,0.55,0.2,0.09,0.25,8007963,0.49
19287,41632367,129982998,111890163,43617622,299042204,320466279
19288,2186142,2380673,0.15,161489281,74278394,85084916
19289,4355563,4001750,3897502,6685097,2742910,3002415
19290,0.02,0.04,0.1,0.08,16907338,4572863
19291,0.02,0.04,0.04,0.06,0.07,6333162
19292,2289614,1782646,1805338,1480040,2270067,0.69
19293,0.05,0.24,0.19,1286343,0.17,0.1
19294,3655582,118217215,102110425,228996707,504094666,107405365
19295,11074058,0.87,0.67,0.94,0.8,0.22
19296,0.84,2544605,0.7,0.9,0.57,0.11
19297,8877979,33644160,18837251,59930832,150015909,46532827
19298,0.02,0.03,0.05,0.06,0.06,0.09
19299,0.02,0.03,0.05,0.06,0.06,0.08
19300,1408013,0.31,0.36,1757589,0.67,0.27
19301,1758632,0.1,0.22,0.15,0.12,0.53
19302,0.58,0.65,0.57,0.81,0.36,0.18
19303,202819371,251295550,274592650,273458140,393974677,51585088
19304,0.36,0.66,14460855,0.06,0.15,0.34
19305,21488620,1300967,1030574,0.06,135969111,0.14
19306,0.08,0.2,0.08,0.45,0.35,0.17
19307,0.65,0.67,0.87,3510129,0.6,0.96
19308,3347760,17480448,0.14,0.48,165642537,3877590
19309,0.02,0.98,0.04,5959565,4843972,0.08
19310,11428563,55962949,121312769,266895127,448113064,174774680
19311,6664578,6112752,6957516,6072460,8794935,1875406
19312,3188522,0.28,0.71,0.78,0.5,0.12
19313,1797616,1241462,4077886,1949431,1557552,0.4
19314,0.08,4281718,0.08,0.23,0.2,3019981
19315,41455592,0.25,9717286,216064293,0.36,1794427
19316,2768826,14101520,38108770,3097312,0.54,56608945
19317,0.47,2614825,47138310,0.05,1794060,14591498
19318,18074989,1135965,20409630,19491117,12611603,0.17
19319,0.03,0.2,0.08,0.05,0.05,0.08
19320,9546172,29212344,6555602,297066915,88330720,68499331
19321,5317706,0.66,1519154,11993553,5532512,1016537
19323,0.23,0.66,2282440,0.5,0.1,0.09
19324,0.03,0.03,0.1,0.15,0.05,0.09
19325,0.59,0.44,0.69,0.88,0.51,0.28
19326,0.03,0.03,0.05,0.05,0.05,0.09
19327,12086449,12047658,53745259,33629675,68949968,36357949
19328,5617726,8951341,51853986,50716272,245763260,124217148
19329,1931539,3097597,2684030,2867617,7152410,0.69
19330,12967777,25351622,9825283,142399674,138374103,97898107
19331,0.04,0.07,9285641,0.12,100120829,0.12
19332,0.81,10255250,52705286,210050431,46625141,26369009
19334,0.04,0.03,0.04,0.05,0.05,0.09
19335,0.37,0.2,0.35,1056341,0.45,0.49
19336,1070910,0.26,0.28,0.16,0.2,0.24
19337,56951909,57652602,57866411,57222824,61485875,11743342
19338,5289446,0.13,0.05,0.12,20382109,0.09
19339,1561761,1377488,1404684,14341640,3178700,0.73
19340,0.04,5678449,12502671,0.09,14017536,0.25
19341,0.2,0.15,0.04,0.05,0.05,0.1
19342,0.55,1096912,0.73,30878330,0.39,0.39
19343,0.18,0.3,0.28,0.3,0.25,0.09
19344,0.79,104384751,0.32,88342522,480520340,65035689
19345,0.09,0.03,0.11,0.05,0.17,1047508
19346,42385594,67122948,51946283,47370835,55684998,6600387
19347,0.02,0.26,0.04,0.05,0.05,0.09
19348,0.02,0.03,0.04,0.05,0.05,0.09
19349,18212022,59724866,76484252,198541349,144491043,89512700
19350,0.02,5522503,0.07,0.05,0.06,6927644
19351,25259737,9263012,32277717,14086982,138936845,28020978
19352,5166520,2895624,3437380,3356870,4771002,1306819
19353,1058369,1399746,0.66,0.7,3160795,0.73
19354,0.02,0.03,0.04,0.05,0.06,0.09
19356,0.07,0.04,0.04,0.05,1004765,7466791
19357,0.03,0.04,0.04,0.05,0.06,0.09
19358,19177571,5289983,11918154,0.49,112801547,4200962
19359,1390901,4859425,0.82,0.34,2373747,18311508
19360,0.03,0.06,0.04,0.06,0.06,6488275
19361,1104915,2166824,7761081,4043276,3451716,1448795
19362,12675654,20849771,1339407,2058870,0.23,51424383
19363,0.12,0.04,4968093,0.06,4532434,5949877
19364,0.16,0.04,0.04,0.06,0.06,0.82
19365,0.37,0.16,0.48,0.57,0.25,0.14
19366,5726837,10565777,5691669,21467636,16657139,31555950
19367,0.54,6038674,0.56,0.63,1011572,0.27
19368,0.02,37926723,5059287,0.06,0.07,26787540
19369,1077618,0.59,4039085,4372612,4664911,1250510
19371,26046629,36601386,38943306,55738475,25309967,2896979
19372,0.06,0.04,0.04,0.14,0.07,0.28
19373,0.82,3719091,0.97,6623935,0.98,0.62
19374,0.36,0.04,0.04,0.06,0.07,0.1
19375,0.15,0.38,0.36,0.13,28175436,4222897
19376,1167588,15642675,0.67,2150444,0.71,5817280
19377,1182677,0.04,0.04,0.06,0.07,0.1
19378,58671998,46486342,113942593,271544132,365375024,91415607
19379,0.24,0.4,0.18,1720629,186505225,10113848
19380,8473340,9972800,9500241,7675318,8836524,4773005
19381,12786931,7613779,5178384,4320707,0.7,1568602
19382,0.02,0.03,0.05,0.18,0.06,0.09
19383,2557280,1416949,4799177,13940798,24924811,4490308
19384,0.02,0.07,0.05,0.14,0.06,0.08
19385,0.02,0.03,0.05,0.06,0.06,0.08
19386,0.9,1126095,15107347,32239354,49832988,11630200
19387,16270998,8535362,12239394,18926714,16548552,6801813
19389,0.05,0.13,0.23,0.08,0.35,0.08
19390,1880820,0.75,3666955,0.51,0.99,8724545
19391,1009456,0.57,0.07,0.16,0.07,0.08
19392,0.02,0.03,0.04,0.06,0.06,1484188
19393,3102216,0.88,2017144,0.6,0.75,2629978
19394,3932268,5037127,17154007,8693671,6152687,0.5
19395,0.16,0.12,0.18,0.38,0.26,8695116
19396,0.28,0.99,7908176,89706578,37151304,0.28
19397,0.02,1814229,0.13,0.06,0.1,0.08
19398,0.05,0.03,0.19,0.18,0.06,0.08
19399,0.34,0.14,0.53,0.54,0.46,3506368
19400,0.33,0.41,0.26,0.28,0.88,0.41
19401,0.83,0.3,0.46,0.18,0.88,2623833
19402,0.1,0.03,0.04,0.05,0.06,0.08
19403,0.46,0.03,0.04,0.05,0.06,1977547
19404,0.92,0.25,0.25,0.46,0.26,0.08
19405,2325324,3861058,4291716,5506354,3197915,0.95
19406,0.35,0.67,0.4,1317176,0.74,0.15
19407,1375153,13250746,1467462,32727469,447300939,0.28
19408,0.17,0.15,0.51,0.57,0.34,0.09
19409,0.8,0.03,0.04,0.05,0.05,0.12
19410,1226060,0.03,0.04,0.05,0.05,0.09
19411,1020326,2304781,8626751,0.68,5291670,0.38
19412,0.07,0.03,0.08,0.16,0.05,0.12
19413,11591920,23445020,14977212,4513782,4650397,0.77
19414,1161379,2354619,0.75,133577830,1468822,3242656
19415,1803503,2197108,3002406,1477094,1856114,0.76
19416,0.91,0.12,13302060,0.31,0.44,0.13
19417,0.02,0.03,0.04,0.05,0.05,0.09
19418,0.36,0.31,0.06,0.16,0.07,0.09
19419,8149175,2170585,6495884,3289260,3028213,0.73
19420,1307626,0.94,1155384,1746192,1799991,2598836
19421,5672310,5667986,8171359,6369801,9559876,2214251
19422,0.75,32526430,0.76,0.8,1054292,0.35
19423,0.02,0.03,0.04,0.05,0.05,0.09
19424,0.31,0.21,0.45,0.54,0.4,0.31
19425,19734731,20468757,25623883,14028130,14245122,3221831
19426,0.02,0.03,0.04,0.05,0.05,0.17
19427,0.32,0.24,0.24,0.68,0.32,0.09
19428,3426281,2108900,1490404,1220572,1452136,0.33
19429,3593311,1057316,5548926,1426522,2018460,0.53
19430,16057134,1289371,3101355,97728399,2300290,0.56
19431,10322441,13867532,14781996,14186623,13101780,0.96
19432,0.02,0.16,0.04,0.05,0.05,0.09
19433,48092333,189334985,233662869,209564839,105480542,569161998
19434,13975219,50870188,9201652,163158851,40893623,112969310
19435,11796708,12136986,1292352,1725474,2577189,2423665
19436,1000978,25119508,28293328,10079330,19041412,3725119
19437,0.45,0.28,0.2,0.19,0.35,0.92
19438,0.02,0.03,0.04,0.05,0.06,3528887
19439,2563407,1628010,32882248,0.46,0.75,81114911
19440,6298343,0.42,1375283,0.97,0.73,8359307
19441,9837318,0.35,0.25,32177047,115301585,2988536
19443,0.02,0.81,0.04,0.07,0.28,0.09
19444,2930386,6696276,7078267,3507552,7564790,2055253
19445,41942808,38077245,0.6,233499232,78618025,103332258
19446,65668019,0.04,0.04,0.06,0.06,0.09
19447,2060674,0.07,0.14,0.32,0.08,0.09
19448,219635762,246834463,457422637,603854262,809404285,291999511
19449,0.1,0.16,0.19,3400154,0.28,2636782
19450,22720257,35209155,37310369,35316592,27261916,1669298
19451,6601660,3602154,4669856,4253372,2550691,0.81
19452,16428761,1020572,4106852,21800607,0.94,2374264
19453,20278378,74401930,70738481,11861258,286459332,218427616
19454,2405834,1670450,77098976,2946839,18965100,0.54
19455,0.02,0.04,0.04,0.06,19844262,0.75
19456,6574949,4087981,7491509,2913832,4848581,8150053
19457,0.75,1455980,0.55,396535502,0.53,0.42
19458,0.41,0.21,0.27,0.18,0.26,0.14
19459,1288811,1507621,1955618,0.47,0.34,0.28
19460,0.24,2051974,0.04,29836606,0.07,1608953
19462,1389546,1265181,2856783,2074471,1317328,0.77
19463,0.95,0.04,0.04,0.73,0.15,1273201
19464,112484892,226987094,269933866,502631639,595218793,250103392
19465,1769157,1406156,8494382,1020630,5804200,0.27
19466,6284463,0.05,0.29,0.06,0.06,0.09
19467,17895610,25729731,60362787,1957751,2131259,39936097
19468,0.02,0.08,0.05,0.06,0.06,0.09
19469,0.02,0.03,0.06,0.94,0.06,0.08
19470,0.03,0.03,0.05,0.06,0.06,0.08
19471,0.02,0.05,0.05,0.06,0.06,0.08
19472,0.02,0.03,0.05,0.06,46179390,4272606
19473,1304731,0.82,5873984,2546323,31073570,0.19
19474,2590744,4069699,21959174,4651032,5147592,2528054
19475,3520546,2450887,2682172,2733680,3393723,0.64
19476,0.37,0.44,2276409,3500245,1011885,0.44
19477,12426513,31283074,64520031,217548446,199636692,192193727
19478,0.95,0.03,4037650,0.09,0.06,0.08
19479,0.21,0.17,0.04,1105900,0.5,0.08
19480,2474647,4104489,1716306,1282631,1838490,2732716
19481,0.39,19885618,0.17,0.15,5454191,21931816
19482,55552757,0.64,0.52,290485519,0.59,0.13
19483,11482620,9349283,6883432,9782925,40517206,0.61
19484,7305812,24868697,14376446,13431709,40373587,1255803
19485,0.06,12260087,2911820,4445484,50345226,0.08
19486,1359585,36129827,0.87,65469292,16509365,5211677
19487,0.02,0.03,0.04,0.05,0.06,2035267
19488,696848030,1192580807,1542074291,2799415569,2707059358,2097646133
19489,0.07,0.04,0.1,0.2,0.19,0.1
19490,1044789,3262134,0.46,13006073,11327067,1078857
19491,12089960,42316944,9503963,43157768,66638598,43135932
19492,9323741,6513634,5844500,133533496,7191560,5282768
19493,1939005,3569971,1961674,17974208,5095599,1410480
19494,0.32,0.54,0.26,1102698,0.41,0.15
19495,0.06,0.03,0.04,0.07,0.05,0.09
19496,2569657,3266477,5005913,0.66,5228025,0.38
19497,0.02,0.08,0.04,0.05,0.05,4626636
19498,0.23,0.22,0.28,0.37,0.16,0.09
19499,0.34,0.03,0.04,0.08,0.13,0.09
19500,0.04,0.03,0.04,0.23,0.05,0.09
19501,0.34,0.83,0.66,3439360,3948621,0.18
19502,0.02,0.03,0.04,0.05,0.05,0.09
19503,1516380,1692129,1599641,1114046,1201881,0.29
19504,16665901,18491841,46891312,272734153,421185703,319313882
19505,1336542,0.56,0.69,0.91,0.76,1106867
19506,4034091,5792930,8149782,0.05,3946545,13322945
19507,3072257,3268085,12283906,2940583,4505178,0.46
19508,1214772,0.03,4432282,2492296,0.05,12026228
19509,0.46,16402452,3438365,67521839,0.15,38445350
19510,1827217,1002583,1388414,1528545,2521229,0.67
19511,3727431,3124833,2516700,3127112,4841889,4764930
19512,0.02,0.03,0.04,0.05,0.05,0.09
19513,0.13,0.13,0.18,0.28,0.15,0.09
19514,40498589,37463275,34326984,76433859,192343257,23266102
19515,16083227,12640258,7741899,10931888,11131792,2068561
19516,8968051,22192799,25301596,233839713,212662636,3238333
19517,68779128,195977389,377599843,502627923,888677998,210225969
19518,39476630,11671179,5902461,5787408,7993457,0.6
19519,0.3,0.44,0.17,0.23,0.26,0.09
19520,0.64,13506536,5901748,0.55,1765026,31566773
19521,0.87,0.03,0.05,0.12,0.1,2777102
19522,0.04,0.03,0.04,0.05,0.06,0.09
19523,5768777,2403265,5029090,2759968,4297828,7762137
19524,0.81,0.25,0.23,0.65,0.4,7005181
19525,0.02,0.04,0.04,0.08,0.06,0.09
19526,0.95,0.66,0.76,1330558,1343508,0.51
19527,7637466,0.06,47925487,117981372,0.09,64472486
19528,18736800,11466587,29440014,154779066,104734541,15149883
19529,277243618,436358936,344946697,425929131,477222589,63004242
19530,0.53,2424293,0.61,9859941,0.72,0.13
19531,4388763,2424113,5807680,2584936,1213865,13317172
19532,0.24,12163214,26725029,25539778,81534048,20529864
19533,9071538,7093244,12413521,12010992,11445262,2414460
19534,5921656,2143442,1855962,1409785,11036307,2690203
19535,1374945,0.61,1094104,2003574,0.78,0.23
19536,1647365,0.47,0.33,0.59,1763069,0.26
19537,0.34,0.27,0.09,0.28,0.32,0.21
19538,23863150,28355007,20041188,20310528,37304652,2258999
19539,0.85,1141609,1214330,1224100,0.96,0.4
19540,42224591,50285741,44879611,34764762,58603289,8843962
19541,0.28,0.21,0.14,0.24,0.16,0.2
19542,133607316,290600496,480720707,657347928,785757775,536039993
19543,6544244,9789682,11692267,5899902,5377013,1875625
19544,49792801,55227805,55222778,102903203,127902105,174767220
19545,0.55,0.04,0.04,0.06,0.07,0.1
19546,0.46,0.39,0.26,0.24,0.21,0.14
19547,0.54,0.47,0.65,0.84,0.93,0.1
19548,0.1,0.04,0.04,0.06,0.29,0.77
19549,0.28,1569067,10286200,26760934,0.56,15676531
19550,2648913,5141684,17326733,5017019,4618842,1849113
19551,0.13,0.1,0.15,0.32,0.06,0.09
19552,126931903,101330480,429003799,3951884,20349004,40238704
19553,1225264,0.65,0.73,0.18,0.73,0.19
19554,17782595,18431159,15616660,17063711,29191921,3554335
19555,1077095,0.22,0.55,0.78,0.62,5938888
19556,0.8,0.2,0.06,0.18,0.23,0.08
19557,0.02,0.05,0.05,22164322,0.24,0.08
19558,3173782,15883955,22223352,40733722,0.56,4312006
19559,51477093,139566307,128871402,285969304,372642628,471027877
19560,0.17,0.04,0.36,0.15,0.29,31271321
19561,4718550,0.35,0.34,0.31,0.24,1851111
19562,7803553,1017054,3456867,0.5,3662156,15614710
19563,0.02,0.03,0.04,0.06,0.06,37024866
19564,0.32,0.63,0.38,0.39,0.28,0.11
19565,0.1,10376614,31947242,0.06,273899394,3434359
19566,0.28,3182746,7128532,2174655,33808771,1039385
19567,24506962,37124497,41513797,17390344,23051899,1073961
19568,0.02,0.03,0.04,0.06,0.06,0.08
19569,0.02,0.05,0.04,0.05,0.06,0.08
19570,1262377,0.89,7887437,0.8,0.7,3477199
19571,89547326,155876391,145825140,279780606,171484552,35633459
19572,0.7,8552281,0.04,0.05,6453489,13469763
19573,2329608,1629699,28387471,1656356,1481525,3854108
19574,0.08,0.1,0.05,0.14,0.05,0.09
19575,0.07,0.03,34457204,1013244,0.49,0.85
19576,6982399,4542678,3623817,5491088,4943805,3352175
19577,2009854,0.68,0.62,68384776,1577017,9331732
19578,0.02,0.03,0.04,0.09,0.05,0.09
19579,17274302,2911056,5349036,8201812,3399007,0.88
19580,2523309,14249904,9282065,0.11,0.21,54109598
19581,4885511,1570468,8766516,1933414,1350338,1147597
19582,0.02,0.03,0.04,0.08,0.05,0.09
19583,206707631,228505516,372306708,275164848,272516801,50395175
19584,9687697,20684726,4562418,50767530,29467957,11799784
19585,0.56,0.7,0.81,0.51,1107663,12240866
19586,0.07,0.03,0.16,0.05,0.05,0.09
19587,2786039,2016976,2958678,1624453,5353195,0.31
19588,0.02,0.03,0.04,0.07,0.05,0.58
19589,0.14,0.07,0.04,0.06,0.05,0.09
19590,0.67,0.62,1108188,0.64,0.74,0.32
19591,0.04,0.03,0.04,0.05,0.05,3301863
19592,5708112,1693116,0.77,19531065,2897271,8326891
19593,0.02,0.03,0.04,0.05,0.05,1022103
19594,0.02,0.03,0.04,0.05,0.05,0.09
19595,21177011,22798772,37395021,197662473,132611297,175650704
19596,5279257,5175597,6672821,1858058,6165047,28626939
19597,3027446,12075119,71465716,8173686,6588477,2690496
19598,57176452,151676463,282693482,418094155,342942839,19621409
19599,8561246,73664610,10218496,71173416,57834547,13834867
19600,1956649,0.03,0.09,0.05,0.07,1907424
19601,0.91,1272923,11651071,15679111,24728105,6125351
19602,0.02,0.03,0.04,0.07,0.05,0.09
19603,0.78,1706228,2486829,2293129,1101322,0.9
19604,0.03,0.03,8807974,0.05,0.06,0.45
19605,2993478,3770350,9412083,5934714,4948757,1028526
19606,3848641,1773941,1366941,3407950,2977586,0.87
19607,0.9,3143083,18961516,1088681,1385531,5331622
19608,0.47,0.54,0.63,1638240,1156456,0.39
19609,9938699,0.15,0.08,0.14,0.14,0.47
19610,9352234,1201027,5634623,51131811,41780225,38209948
19611,376197977,1168295361,2313267484,2291281279,3562859318,2153468121
19612,0.02,0.04,0.04,0.05,0.54,0.09
19613,3505733,1998610,2129187,4347846,4012292,1233722
19614,113946667,114997899,95493584,844411876,649190120,51019653
19615,0.14,2044391,5045669,0.06,7031272,6494482
19616,25215741,10398302,13438841,14535519,17321940,3603158
19617,12696972,17951906,3996004,68458837,60598428,56209382
19618,45749461,66308789,111680287,383947871,161625800,202029704
19619,0.87,0.16,0.17,0.92,0.07,0.1
19620,0.84,0.75,0.63,0.65,0.99,8056467
19621,0.78,0.5,0.82,0.95,0.99,0.41
19622,0.09,0.04,0.06,0.1,0.07,0.1
19623,0.35,0.29,0.26,0.45,0.39,0.21
19624,16477657,46293660,12373991,8362028,7933940,28395096
19625,11737124,3154103,46451203,87553412,60755904,2274340
19626,0.02,0.04,0.04,0.06,0.07,0.1
19627,1191763,0.86,0.69,0.93,0.96,2328285
19628,0.27,2134042,1138051,0.57,0.07,10904535
19629,1953418,1633323,3719094,8208637,0.89,0.62
19630,4525780,0.04,0.04,8384272,0.07,1418676
19631,0.11,0.04,0.04,12368061,0.07,0.1
19632,1240781,0.8,0.74,2324573,3151061,0.3
19633,11074637,5394829,7132628,11377241,9957573,1740502
19634,0.2,0.44,0.06,27166382,23476705,0.1
19635,0.09,0.16,0.43,0.13,0.61,0.1
19636,0.03,0.03,0.05,0.06,0.06,0.09
19637,0.05,0.11,0.21,0.08,0.31,8159018
19638,0.02,0.03,0.05,0.06,0.06,0.09
19639,0.02,0.03,0.05,0.06,0.17,0.08
19640,0.5,0.32,8328699,6337834,5691231,18287515
19641,174852438,201630355,96854283,1004058003,324074928,97913945
19642,6312950,7078460,37333518,0.12,0.2,6052853
19643,0.17,0.26,0.27,0.48,0.49,0.16
19644,6057556,43540835,36632468,78539033,9667149,53196609
19645,0.4,35814512,95968868,131654200,183076555,60448820
19646,0.04,0.18,0.71,0.06,0.11,5576808
19647,0.56,0.68,0.58,0.06,0.23,4912641
19648,5140744,6654556,6087688,4755858,4961122,1560481
19649,8523313,9270709,8663335,56164047,2269122,24084089
19650,58202858,88929251,125295712,298216454,422879723,372170031
19651,3870405,2915425,3393870,3118306,3496943,2834632
19652,3499934,9004621,4703592,0.83,1492458,3972956
19653,1853496,8124154,2720275,2037139,3482477,0.68
19654,18948494,15418973,0.15,23454962,62756354,1316114
19655,0.76,1176934,0.46,0.96,1051151,0.14
19656,6294885,3525500,3593001,12600683,32365993,0.83
19657,0.02,0.03,0.04,0.05,0.06,0.08
19658,0.75,1602557,15753838,0.58,0.62,0.46
19659,35689192,50977971,45848934,29836606,51365597,7950348
19660,0.75,0.21,0.32,0.41,13271218,0.31
19661,0.15,0.16,0.05,0.05,0.08,0.09
19662,16263745,35674867,56752395,239553968,176777924,132472608
19663,0.05,0.08,31390785,0.14,13481656,3478049
19664,34650825,35337560,52004764,54647039,17625992,3472175
19665,2656608,0.94,1692629,3633105,4399805,1472305
19666,0.05,0.03,0.04,0.05,0.05,0.09
19667,0.33,0.08,0.18,0.17,0.11,0.09
19668,6482756,13439857,25471558,38127155,5914476,40107198
19669,0.29,0.21,0.22,206257225,88102026,3348121
19670,18428356,48308285,0.6,0.76,321802233,31614838
19671,2471787,0.11,3422882,68010912,0.5,14678425
19672,4179660,0.2,0.36,0.65,0.45,0.09
19674,0.12,0.04,0.04,0.08,0.05,0.67
19675,0.06,0.03,0.04,0.05,0.05,46325616
19676,0.09,0.07,0.04,0.08,0.12,0.12
19677,2181679,35012789,0.19,0.55,0.38,0.14
19678,1833756,0.05,0.11,0.16,16404933,14207685
19679,0.02,0.03,0.04,0.05,0.05,0.09
19680,1365593,3118560,0.81,8229768,14992869,7400457
19681,43000950,66991098,77041110,52006208,97518431,4083297
19682,0.02,0.03,0.04,0.06,0.09,0.09
19683,27382889,3635987,81815526,13817612,9082115,5911410
19684,25570911,47604789,40311220,127474966,117131402,12640789
19685,4371450,17029071,13242828,0.13,6112633,17542937
19686,0.06,0.1,0.04,0.05,0.05,3016620
19687,101030689,222675636,486186210,653916911,605015477,373650199
19688,0.02,0.03,0.04,0.05,0.05,0.09
19689,0.89,2781981,3256589,0.58,10185782,29943114
19690,0.82,0.37,0.7,0.36,0.43,0.09
19691,0.65,0.42,0.43,0.8,0.57,0.34
19692,4004110,19128519,35741713,6579589,210149949,5009162
19693,1306684,43674898,1811984,0.81,0.44,18405283
19694,0.26,0.28,0.39,0.31,0.79,0.55
19695,0.02,0.04,0.04,0.06,0.07,0.09
19696,11520423,30203481,17473116,63447038,6152272,6925886
19697,0.08,0.06,0.08,2565767,0.23,0.09
19698,0.08,0.05,0.04,0.18,0.11,0.09
19699,0.09,0.05,0.08,0.29,0.18,0.09
19700,0.12,0.04,0.04,0.06,0.06,0.09
19701,0.04,0.06,0.07,0.5,0.07,0.26
19702,32263976,40463705,37695561,24984780,32597536,4788360
19703,45864250,64491297,150231386,377532120,396839085,246810760
19704,9575185,12612646,17754730,15214758,12015679,2428900
19705,0.33,0.17,0.09,0.13,0.21,0.1
19706,1034479,0.04,0.04,0.06,0.06,0.1
